#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	FileScanUniqueID	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	NumberHits	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags	internalFilename
5338	M+H	N/A	1	CetirizineDiHCl	Isolated	Ed Esquenazi 	0.0	spectra/specs_ms.mgf5338	N/A	N/A	qTof	Positive	LC-ESI	389.164	lib-00008.mgf	Bronze	3	0.964863	4.62668	0.00180054	1	GNPS-SELLECKCHEM-FDA-PART1	Sirenas	389.164	N/A	0	6	N/A	1	389.162	specs_ms.mgf	CCMSLIB00000005492	8.2253e+08	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
1898	M+H-H2O	78473719	1	Spectral Match to Enterolactone from NIST14	Isolated	Data deposited by fevargas	0.0	spectra/specs_ms.mgf1898	N/A	N/A	HCD	Positive	ESI	281.116	lib-00032.mgf	Bronze	3	0.964687	1.73694	0.000488281	1	GNPS-NIST14-MATCHES	Data from Chris Turck	281.116	N/A	0	10	N/A	1	281.116	specs_ms.mgf	CCMSLIB00003138857	5.067e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
6402	M+H-H2O	705862	1	.delta.-Decalactone	Isolated	NIST	0.0	spectra/specs_ms.mgf6402	InChI=1S/C10H18O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h9H,2-8H2,1H3	N/A	HCD	Positive	ESI	153.127	lib-00034.mgf	Bronze	3	0.964591	0.597886	9.15527e-05	1	NIST17	NIST	153.127	N/A	0	7	CCCCCC1CCCC(=O)O1	1	153.127	specs_ms.mgf	CCMSLIB00003574555	1.85e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
3763	M+H	4072326	1	.alpha.-CEHC	Isolated	NIST	0.0	spectra/specs_ms.mgf3763	N/A	N/A	Q-TOF	Positive	ESI	279.159	lib-00033.mgf	Bronze	3	0.964209	3.17027	0.00088501	1	NIST14	NIST	279.159	N/A	0	9	N/A	1	279.158	specs_ms.mgf	CCMSLIB00000400600	3.6003e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
10265	[M+H]+	2903-45-9	1	MassbankEU:ET080103 LID_251.1754_11.0|Lidocaine N-Oxide|2-(2,6-dimethylanilino)-N,N-diethyl-2-oxoethanamine oxide	Isolated	Massbank	0.0	spectra/specs_ms.mgf10265	1S/C14H22N2O2/c1-5-16(18,6-2)10-13(17)15-14-11(3)8-7-9-12(14)4/h7-9H,5-6,10H2,1-4H3,(H,15,17)	N/A	LC-ESI-QFT	Positive	ESI	251.175	lib-00012.mgf	Bronze	3	0.964056	4.37397	0.00109863	1	MASSBANKEU	Massbank EU	251.175	N/A	0	9	CC[N+]([O-])(CC)CC(=O)NC1=C(C)C=CC=C1C	1	251.174	specs_ms.mgf	CCMSLIB00000578590	2.7475e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
7393	M+H	2140672	1	N,N-Dimethylguanosine	Isolated	NIST	0.0	spectra/specs_ms.mgf7393	InChI=1S/C12H17N5O5/c1-16(2)12-14-9-6(10(21)15-12)13-4-17(9)11-8(20)7(19)5(3-18)22-11/h4-5,7-8,11,18-20H,3H2,1-2H3,(H,14,15,21)/t5-,7-,8-,11-/m1/s1	N/A	HCD	Positive	ESI	312.13	lib-00034.mgf	Bronze	3	0.963651	3.1287	0.000976562	1	NIST17	NIST	312.13	N/A	0	7	CN(C)C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)CO)O)O	1	312.129	specs_ms.mgf	CCMSLIB00003372600	4.9042e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
4657	M+H	6809707	1	Spectral Match to Undecaethylene glycol from NIST14	Isolated	Data deposited by daniel	0.0	spectra/specs_ms.mgf4657	N/A	N/A	QqQ	Positive	ESI	503.305	lib-00032.mgf	Bronze	3	0.962894	1.57649	0.000793457	1	GNPS-NIST14-MATCHES	Data from James McKerrow	503.305	N/A	0	11	N/A	1	503.306	specs_ms.mgf	CCMSLIB00003138750	8.2496e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
7833	M+H-H2O	15935543	1	Carboxyibuprofen	Isolated	NIST	0.0	spectra/specs_ms.mgf7833	N/A	N/A	HCD	Positive	ESI	219.102	lib-00033.mgf	Bronze	3	0.962567	0.905353	0.000198364	1	NIST14	NIST	219.102	N/A	0	8	N/A	1	219.101	specs_ms.mgf	CCMSLIB00000266535	1.5871e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
310	M+H	25243952	1	Octanoylcarnitine	Isolated	NIST	0.0	spectra/specs_ms.mgf310	InChI=1S/C15H29NO4/c1-5-6-7-8-9-10-15(19)20-13(11-14(17)18)12-16(2,3)4/h13H,5-12H2,1-4H3/t13-/m1/s1	N/A	HCD	Positive	ESI	288.217	lib-00034.mgf	Bronze	3	0.962565	2.43533	0.000701904	1	NIST17	NIST	288.217	N/A	0	8	CCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	288.216	specs_ms.mgf	CCMSLIB00003411982	6.2575e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
8347	M+H	495692	1	Spectral Match to Hippuric acid from NIST14	Isolated	Data deposited by abouslimani	0.0	spectra/specs_ms.mgf8347	N/A	N/A	QqQ	Positive	ESI	180.067	lib-00032.mgf	Bronze	3	0.960932	9.40609	0.00169373	1	GNPS-NIST14-MATCHES	Data from Maria Gloria Dominguez-Bello and Pieter Dorrestein	180.067	N/A	0	6	N/A	1	180.065	specs_ms.mgf	CCMSLIB00003137595	4.596e+08	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
3529	M+H	4072326	1	.alpha.-CEHC	Isolated	NIST	0.0	spectra/specs_ms.mgf3529	N/A	N/A	Q-TOF	Positive	ESI	279.159	lib-00033.mgf	Bronze	3	0.960791	3.17027	0.00088501	1	NIST14	NIST	279.159	N/A	0	9	N/A	1	279.158	specs_ms.mgf	CCMSLIB00000400600	6.0458e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
6937	M+H	 	1	Pyrenocin A putative	Lysate	 	0.0	spectra/specs_ms.mgf6937	 	 	qTof	Positive	LC-ESI	209.081	lib-00013.mgf	Bronze	3	0.960258	1.89749	0.000396729	1	GNPS-LIBRARY	Dorrestein	209.081	 	0	7	CC=CC(=O)C1=C(OC(=O)C=C1OC)C	1	209.081	specs_ms.mgf	CCMSLIB00005435770	2.351e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
2503	M+H	6921615	1	Spectral Match to Urobilin from NIST14	Isolated	Data deposited by mjmeehan	0.0	spectra/specs_ms.mgf2503	N/A	N/A	HCD	Positive	ESI	591.317	lib-00032.mgf	Bronze	3	0.960064	0.103219	6.10352e-05	1	GNPS-NIST14-MATCHES	Data from Gabriel Haddad	591.317	N/A	0	16	N/A	1	591.317	specs_ms.mgf	CCMSLIB00003137178	1.21537e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
9870	M+H	 	0	N-desmethylclindamycin	Other	A. Jarmusch	0.0	spectra/specs_ms.mgf9870	 	 	qTof	Positive	LC-ESI	411.17	lib-00013.mgf	Bronze	3	0.960043	2.22664	0.000915527	1	GNPS-LIBRARY	Dorrestein	411.17	 	0	16	 	1	411.169	specs_ms.mgf	CCMSLIB00005716875	4.3433e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
10050	M+H	99159872	1	(2R)-3-Hydroxyisovaleroylcarnitine	Isolated	NIST	0.0	spectra/specs_ms.mgf10050	N/A	N/A	HCD	Positive	ESI	262.165	lib-00034.mgf	Bronze	3	0.959388	1.8625	0.000488281	1	NIST17	NIST	262.165	N/A	0	8	N/A	1	262.164	specs_ms.mgf	CCMSLIB00003578559	1.7049e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
906	M+H	3992458	1	Decanoyl-L-carnitine	Isolated	NIST	0.0	spectra/specs_ms.mgf906	InChI=1S/C17H33NO4/c1-5-6-7-8-9-10-11-12-17(21)22-15(13-16(19)20)14-18(2,3)4/h15H,5-14H2,1-4H3/t15-/m1/s1	N/A	HCD	Positive	ESI	316.248	lib-00034.mgf	Bronze	3	0.959211	1.25448	0.000396729	1	NIST17	NIST	316.248	N/A	0	9	CCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	316.248	specs_ms.mgf	CCMSLIB00003423586	1.9934e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
3280	M+H	334829662	1	DL-Sulforaphane N-acetyl-L-cysteine	Isolated	NIST	0.0	spectra/specs_ms.mgf3280	InChI=1S/C11H20N2O4S3/c1-8(14)13-9(10(15)16)7-19-11(18)12-5-3-4-6-20(2)17/h9H,3-7H2,1-2H3,(H,12,18)(H,13,14)(H,15,16)/t9-,20?/m0/s1	N/A	HCD	Positive	ESI	341.066	lib-00034.mgf	Bronze	3	0.95904	0	0	1	NIST17	NIST	341.066	N/A	0	8	CC(=O)NC(CSC(=S)NCCCCS(=O)C)C(=O)O	1	341.066	specs_ms.mgf	CCMSLIB00003521981	4.3715e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
3862	M+H-H2O	1011268237	1	4-Hydroxynonenal alkyne	Isolated	NIST	0.0	spectra/specs_ms.mgf3862	InChI=1S/C9H12O2/c1-2-3-4-6-9(11)7-5-8-10/h1,5,7-9,11H,3-4,6H2/b7-5+	N/A	HCD	Positive	ESI	135.08	lib-00034.mgf	Bronze	3	0.958516	0.677765	9.15527e-05	1	NIST17	NIST	135.08	N/A	0	7	C#CCCCC(C=CC=O)O	1	135.08	specs_ms.mgf	CCMSLIB00003426433	352000	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
3061	M+H	537553	1	Spectral Match to N-Acetyl-L-tyrosine from NIST14	Isolated	Data deposited by daniel	0.0	spectra/specs_ms.mgf3061	N/A	N/A	Q-TOF	Positive	ESI	224.092	lib-00032.mgf	Bronze	3	0.958448	1.29374	0.000289917	1	GNPS-NIST14-MATCHES	Data from Pieter Dorrestein	224.092	N/A	0	7	N/A	1	224.092	specs_ms.mgf	CCMSLIB00003139111	1.687e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
458	M+H	78473-71-9	0	()-Enterolactone	Isolated	N/A	0.0	spectra/specs_ms.mgf458	InChI=1S/C18H18O4/c19-15-5-1-3-12(8-15)7-14-11-22-18(21)17(14)10-13-4-2-6-16(20)9-13/h1-6,8-9,14,17,19-20H,7,10-11H2/t14-,17+/m1/s1	N/A	LC-ESI-QTOF	Positive-20eV	LC-ESI	299.128	lib-00035.mgf	Bronze	3	0.958345	2.95863	0.00088501	1	METLIN	Metlin	299.128	N/A	0	12	N/A	1	299.127	specs_ms.mgf	CCMSLIB00000502241	8.373e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
285	M+H	102636828	1	L-Glutarylcarnitine	Isolated	NIST	0.0	spectra/specs_ms.mgf285	InChI=1S/C12H21NO6/c1-13(2,3)8-9(7-11(16)17)19-12(18)6-4-5-10(14)15/h9H,4-8H2,1-3H3,(H-,14,15,16,17)/t9-/m1/s1	N/A	HCD	Positive	ESI	276.144	lib-00034.mgf	Bronze	3	0.957676	2.5418	0.000701904	1	NIST17	NIST	276.144	N/A	0	9	C[N+](C)(C)CC(CC(=O)[O-])OC(=O)CCCC(=O)O	1	276.143	specs_ms.mgf	CCMSLIB00003371094	1.7589e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
78	M+H	83670	1	Theobromine	Isolated	NIST	0.0	spectra/specs_ms.mgf78	N/A	N/A	HCD	Positive	ESI	181.072	lib-00033.mgf	Bronze	3	0.957244	0.589884	0.000106812	1	NIST14	NIST	181.072	N/A	0	9	N/A	1	181.072	specs_ms.mgf	CCMSLIB00000277655	4.81e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
4726	M+H	7083092	1	Spectral Match to .alpha.-CMBHC from NIST14	Isolated	Data deposited by mjmeehan	0.0	spectra/specs_ms.mgf4726	N/A	N/A	HCD	Positive	ESI	321.206	lib-00032.mgf	Bronze	3	0.957001	2.75527	0.00088501	1	GNPS-NIST14-MATCHES	Data from Gabriel Haddad	321.206	N/A	0	11	N/A	1	321.205	specs_ms.mgf	CCMSLIB00003134792	3.738e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
5371	M+H	21967419	1	Spectral Match to Baicalin from NIST14	Isolated	Data deposited by fevargas	0.0	spectra/specs_ms.mgf5371	N/A	N/A	QqQ	Positive	ESI	447.092	lib-00032.mgf	Bronze	3	0.956919	0.682579	0.000305176	1	GNPS-NIST14-MATCHES	Data from Kevin Bush	447.092	N/A	0	7	N/A	1	447.092	specs_ms.mgf	CCMSLIB00003137233	5.4429e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
3276	M+H-2H2O	1852535	1	Androstane-3,17-diol, (3.alpha.,5.alpha.,17.beta.)-	Isolated	NIST	0.0	spectra/specs_ms.mgf3276	InChI=1S/C19H32O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12-17,20-21H,3-11H2,1-2H3/t12-,13+,14-,15-,16-,17-,18-,19-/m0/s1	N/A	HCD	Positive	ESI	257.226	lib-00034.mgf	Bronze	3	0.956784	2.0169	0.000518799	1	NIST17	NIST	257.226	N/A	0	10	CC12CCC(CC1CCC3C2CCC4(C3CCC4O)C)O	1	257.226	specs_ms.mgf	CCMSLIB00003452674	6.95e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
7912	M+H-CH4O3	51146555	1	2-Hydroxyibuprofen	Isolated	NIST	0.0	spectra/specs_ms.mgf7912	InChI=1S/C13H18O3/c1-9(12(14)15)11-6-4-10(5-7-11)8-13(2,3)16/h4-7,9,16H,8H2,1-3H3,(H,14,15)	N/A	HCD	Positive	ESI	159.117	lib-00034.mgf	Bronze	3	0.956608	0.671277	0.000106812	1	NIST17	NIST	159.117	N/A	0	6	CC(C1=CC=C(C=C1)CC(C)(C)O)C(=O)O	1	159.117	specs_ms.mgf	CCMSLIB00003575622	1.435e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
7856	M+H-CH4O3	51146555	1	2-Hydroxyibuprofen	Isolated	NIST	0.0	spectra/specs_ms.mgf7856	InChI=1S/C13H18O3/c1-9(12(14)15)11-6-4-10(5-7-11)8-13(2,3)16/h4-7,9,16H,8H2,1-3H3,(H,14,15)	N/A	HCD	Positive	ESI	159.117	lib-00034.mgf	Bronze	3	0.956608	1.34255	0.000213623	1	NIST17	NIST	159.117	N/A	0	6	CC(C1=CC=C(C=C1)CC(C)(C)O)C(=O)O	1	159.117	specs_ms.mgf	CCMSLIB00003575622	1.435e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
7579	M+H	3992458	1	Decanoyl-L-carnitine	Isolated	NIST	0.0	spectra/specs_ms.mgf7579	InChI=1S/C17H33NO4/c1-5-6-7-8-9-10-11-12-17(21)22-15(13-16(19)20)14-18(2,3)4/h15H,5-14H2,1-4H3/t15-/m1/s1	N/A	HCD	Positive	ESI	316.248	lib-00034.mgf	Bronze	3	0.95628	1.54398	0.000488281	1	NIST17	NIST	316.248	N/A	0	9	CCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	316.248	specs_ms.mgf	CCMSLIB00003423586	4.6487e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
717	M+H	3992458	1	Decanoyl-L-carnitine	Isolated	NIST	0.0	spectra/specs_ms.mgf717	InChI=1S/C17H33NO4/c1-5-6-7-8-9-10-11-12-17(21)22-15(13-16(19)20)14-18(2,3)4/h15H,5-14H2,1-4H3/t15-/m1/s1	N/A	HCD	Positive	ESI	316.248	lib-00034.mgf	Bronze	3	0.955945	1.54398	0.000488281	1	NIST17	NIST	316.248	N/A	0	9	CCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	316.248	specs_ms.mgf	CCMSLIB00003423586	1.07348e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
8300	M+H	25243952	1	Octanoylcarnitine	Isolated	NIST	0.0	spectra/specs_ms.mgf8300	InChI=1S/C15H29NO4/c1-5-6-7-8-9-10-15(19)20-13(11-14(17)18)12-16(2,3)4/h13H,5-12H2,1-4H3/t13-/m1/s1	N/A	HCD	Positive	ESI	288.217	lib-00034.mgf	Bronze	3	0.955677	2.43533	0.000701904	1	NIST17	NIST	288.217	N/A	0	8	CCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	288.216	specs_ms.mgf	CCMSLIB00003411982	1.8928e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
1190	M+H	22671290	1	Hexanoyl-L-carnitine	Isolated	NIST	0.0	spectra/specs_ms.mgf1190	InChI=1S/C13H25NO4/c1-5-6-7-8-13(17)18-11(9-12(15)16)10-14(2,3)4/h11H,5-10H2,1-4H3/t11-/m1/s1	N/A	HCD	Positive	ESI	260.186	lib-00034.mgf	Bronze	3	0.955492	1.52479	0.000396729	1	NIST17	NIST	260.186	N/A	0	6	CCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	260.185	specs_ms.mgf	CCMSLIB00003578205	2.011e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
1104	M+H	3992458	1	Decanoyl-L-carnitine	Isolated	NIST	0.0	spectra/specs_ms.mgf1104	InChI=1S/C17H33NO4/c1-5-6-7-8-9-10-11-12-17(21)22-15(13-16(19)20)14-18(2,3)4/h15H,5-14H2,1-4H3/t15-/m1/s1	N/A	HCD	Positive	ESI	316.248	lib-00034.mgf	Bronze	3	0.955157	1.54398	0.000488281	1	NIST17	NIST	316.248	N/A	0	9	CCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	316.248	specs_ms.mgf	CCMSLIB00003423586	2.2967e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
10285	M+H-H2O	90506	1	3,4,5-Trimethoxycinnamic acid	Isolated	NIST	0.0	spectra/specs_ms.mgf10285	N/A	N/A	HCD	Positive	ESI	221.081	lib-00033.mgf	Bronze	3	0.955058	0.414114	9.15527e-05	1	NIST14	NIST	221.081	N/A	0	7	N/A	1	221.081	specs_ms.mgf	CCMSLIB00000302949	1.124e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
817	M+H-H2O	4674504	1	Nootkatone	Isolated	NIST	0.0	spectra/specs_ms.mgf817	InChI=1S/C15H22O/c1-10(2)12-5-6-13-8-14(16)7-11(3)15(13,4)9-12/h8,11-12H,1,5-7,9H2,2-4H3/t11-,12-,15+/m1/s1	N/A	HCD	Positive	ESI	201.164	lib-00034.mgf	Bronze	3	0.954963	1.51705	0.000305176	1	NIST17	NIST	201.164	N/A	0	9	CC1CC(=O)C=C2C1(CC(CC2)C(=C)C)C	1	201.163	specs_ms.mgf	CCMSLIB00003576328	4.28e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
6764	M+H-H2O	25524952	1	Spectral Match to Jasmine lactone from NIST14	Isolated	Data deposited by mjmeehan	0.0	spectra/specs_ms.mgf6764	N/A	N/A	Q-TOF	Positive	ESI	151.112	lib-00032.mgf	Bronze	3	0.954838	2.62539	0.000396729	1	GNPS-NIST14-MATCHES	Data from Jessica Metcalf	151.112	N/A	0	6	N/A	1	151.112	specs_ms.mgf	CCMSLIB00003135307	1.89e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
1043	M+H	3992458	1	Decanoyl-L-carnitine	Isolated	NIST	0.0	spectra/specs_ms.mgf1043	InChI=1S/C17H33NO4/c1-5-6-7-8-9-10-11-12-17(21)22-15(13-16(19)20)14-18(2,3)4/h15H,5-14H2,1-4H3/t15-/m1/s1	N/A	HCD	Positive	ESI	316.248	lib-00034.mgf	Bronze	3	0.953991	1.25448	0.000396729	1	NIST17	NIST	316.248	N/A	0	9	CCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	316.248	specs_ms.mgf	CCMSLIB00003423586	1.43436e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
5477	M-H2O+H	1135-24-6	1	FERULATE	Commercial	Kelly Weldon	194.058	spectra/specs_ms.mgf5477	"InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+"	N/A	Orbitrap	Positive	ESI	177.054	lib-00015.mgf	Gold	1	0.95354	2.84399	0.00050354	1	GNPS-MSMLS	Dorrestein	177.054	N/A	0	6	COC1=C(O)C=CC(\C=C\C(O)=O)=C1	1	177.055	specs_ms.mgf	CCMSLIB00005464417	3.405e+06	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.mgf
354	M+H	20244864	1	7-Methylguanosine	Isolated	NIST	0.0	spectra/specs_ms.mgf354	InChI=1S/C11H15N5O5/c1-15-3-16(8-5(15)9(20)14-11(12)13-8)10-7(19)6(18)4(2-17)21-10/h3-4,6-7,10,17-19H,2H2,1H3,(H2-,12,13,14,20)/t4-,6?,7?,10-/m0/s1	N/A	HCD	Positive	ESI	298.115	lib-00034.mgf	Bronze	3	0.953142	3.37816	0.00100708	1	NIST17	NIST	298.115	N/A	0	6	CN1C=[N+](C2=C1C(=NC(=N2)N)[O-])C3C(C(C(O3)CO)O)O	1	298.114	specs_ms.mgf	CCMSLIB00003452809	3.3895e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
7110	M+H-H2O	1011268237	1	4-Hydroxynonenal alkyne	Isolated	NIST	0.0	spectra/specs_ms.mgf7110	InChI=1S/C9H12O2/c1-2-3-4-6-9(11)7-5-8-10/h1,5,7-9,11H,3-4,6H2/b7-5+	N/A	HCD	Positive	ESI	135.08	lib-00034.mgf	Bronze	3	0.952703	0.677765	9.15527e-05	1	NIST17	NIST	135.08	N/A	0	7	C#CCCCC(C=CC=O)O	1	135.08	specs_ms.mgf	CCMSLIB00003426435	1.01e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
1862	M+H	138798	0	N-ACETYL-D-TRYPTOPHAN	Commercial standard	Prasad	246.1	spectra/specs_ms.mgf1862	N/A	N/A	Q-Exactive Plus	Positive	LC-ESI	247.11	lib-00016.mgf	Gold	1	0.952304	10.1268	0.00250244	1	GNPS-EMBL-MCF	Alexandrov Theodore	247.11	439917	0	9	O=C([C@@H](Cc1c[nH]c2c1cccc2)NC(C)=O)O	1	247.107	specs_ms.mgf	CCMSLIB00000577920	4.325e+06	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.mgf
7443	M+H	22671290	1	Hexanoyl-L-carnitine	Isolated	NIST	0.0	spectra/specs_ms.mgf7443	InChI=1S/C13H25NO4/c1-5-6-7-8-13(17)18-11(9-12(15)16)10-14(2,3)4/h11H,5-10H2,1-4H3/t11-/m1/s1	N/A	HCD	Positive	ESI	260.186	lib-00034.mgf	Bronze	3	0.951366	1.52479	0.000396729	1	NIST17	NIST	260.186	N/A	0	6	CCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	260.185	specs_ms.mgf	CCMSLIB00003578205	3.474e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
406	M+H-C4H14O3	110407	1	Diethyl sebacate	Isolated	NIST	0.0	spectra/specs_ms.mgf406	InChI=1S/C14H26O4/c1-3-17-13(15)11-9-7-5-6-8-10-12-14(16)18-4-2/h3-12H2,1-2H3	N/A	HCD	Positive	ESI	149.096	lib-00034.mgf	Bronze	3	0.950939	0.716394	0.000106812	1	NIST17	NIST	149.096	N/A	0	7	CCOC(=O)CCCCCCCCC(=O)OCC	1	149.096	specs_ms.mgf	CCMSLIB00003470166	754000	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
10349	M+H	73223	1	Spectral Match to L-Tryptophan from NIST14	Isolated	Data deposited by negarg	0.0	spectra/specs_ms.mgf10349	N/A	N/A	HCD	Positive	ESI	205.097	lib-00032.mgf	Bronze	3	0.94924	0	0	1	GNPS-NIST14-MATCHES	Data from Pieter C Dorrestein	205.097	N/A	0	6	N/A	1	205.097	specs_ms.mgf	CCMSLIB00003139023	2.145e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
8824	[M+H]+	N/A	1	Kaempferol 3-glucuronide	isolated	MoNA:VF-NPL-QTOF000972	0.0	spectra/specs_ms.mgf8824	InChI=1S/C21H18O12/c22-8-3-1-7(2-4-8)17-18(13(25)12-10(24)5-9(23)6-11(12)31-17)32-21-16(28)14(26)15(27)19(33-21)20(29)30/h1-6,14-16,19,21-24,26-28H,(H,29,30)/t14-,15-,16+,19-,21+/m0/s1	N/A	ESI-QTOF	positive	N/A	463.087	lib-00029.mgf	Bronze	3	0.948808	0.856704	0.000396729	1	MONA	MoNA	463.087	N/A	0	10	N/A	1	463.087	specs_ms.mgf	CCMSLIB00004718575	7.9417e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
4350	M+H	1421494	1	3,5-Di-tert-butyl-4-hydroxybenzoic acid	Isolated	NIST	0.0	spectra/specs_ms.mgf4350	InChI=1S/C15H22O3/c1-14(2,3)10-7-9(13(17)18)8-11(12(10)16)15(4,5)6/h7-8,16H,1-6H3,(H,17,18)	N/A	HCD	Positive	ESI	251.164	lib-00034.mgf	Bronze	3	0.948344	1.57956	0.000396729	1	NIST17	NIST	251.164	N/A	0	6	CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C(=O)O	1	251.164	specs_ms.mgf	CCMSLIB00003464349	2.8545e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
2560	M+H-H2O	53054	1	5.beta.-Pregnane-3.alpha.,17,21-triol-11,20-dione	Isolated	NIST	0.0	spectra/specs_ms.mgf2560	InChI=1S/C21H32O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h12-15,18,22-23,26H,3-11H2,1-2H3/t12-,13-,14+,15+,18-,19+,20+,21+/m1/s1	N/A	HCD	Positive	ESI	347.222	lib-00034.mgf	Bronze	3	0.948119	0.351563	0.00012207	1	NIST17	NIST	347.222	N/A	0	16	CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C)O	1	347.222	specs_ms.mgf	CCMSLIB00003396046	2.872e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
